Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,G+A,Glsxx,Goals,Shots,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShotDistance,FKShots,PK,PKsAtt,xG,npxG,npxG/Sh,G-xG,npG-xG,PassesCompleted,PassesAttempted,TotCmp%,TotalPassDist,ProgPassDist,ShortPassCmp,ShortPassAtt,ShortPassCmp%,MedPassCmp,MedPassAtt,MedPassCmp%,LongPassCmp,LongPassAtt,LongPassCmp%,Assists,xAG,xA,A-xAG,KeyPasses,Final1/3Cmp,PenAreaCmp,CrsPenAreaCmp,ProgPasses,LivePass,DeadPass,FKPasses,ThruBalls,Switches,Crs,ThrowIn,CK,InSwingCK,OutSwingCK,StrCK,Cmpxxx,PassesToOff,PassesBlocked,SCA,SCA90,SCAPassLive,SCAPassDead,SCADrib,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPassLive,GCAPassDead,GCADrib,GCASh,GCAFld,GCADef,Tkl,TklWinPoss,Def3rdTkl,Mid3rdTkl,Att3rdTkl,DrbTkl,DrbPastAtt,DrbTkl%,DrbPast,Blocks,ShBlocks,PassBlocks,Int,Tkl+Int,Clr,Err,Touches,DefPenTouch,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,LiveTouch,AttDrb,SuccDrb,DrbSucc%,TimesTackled,TimesTackled%,Carries,TotalCarryDistance,ProgCarryDistance,ProgCarries,CarriesToFinalThird,CarriesToPenArea,CarryMistakes,Disposesed,ReceivedPass,ProgPassesRec,Yellows,Reds,Yellow2,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWins,AerialLoss,AerialWin%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKsFaced,PKA,PKsv,PKm,Save%,PKGA,FKGA,CKGA,OGA,PSxG,PSxG/SoT,PSxG+/-,PSxG+/- /90,LaunchCmp,LaunchAtt,LaunchPassCmp%,Att (GK),PassThr,PassesLaunch%,AvgLenLaunch,GoalKicksAtt,GoalKicksLaunch%,AvgLen,OppCrs,StpCrs,CrsStp%,#OPA,#OPA/90,AvgDistOPA
Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,24,1999,4,4,360,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,67,118,56.8,2248,1616,10,10,100.0,31,31,100.0,26,77,33.8,0,0.0,0.0,0.0,0,5,0,0,0,76,42,16,0,0,0,0,0,0,0,0,67,0,0,2,0.5,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,131,111,131,0,0,0,131,0,0,0.0,0,0.0,70,405,180,0,0,0,0,0,52,0,0,0,0,1,1,0,0,1,0,1,2,0,100.0,5.0,1.25,18.0,13.0,77.8,2.0,0.0,2.0,2.0,50.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.23,0.0,0.01,22.0,72.0,30.6,92.0,13.0,55.4,41.7,26.0,80.8,55.6,60.0,3.0,5.0,3.0,0.75,14.8
Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,31,1992,13,13,1170,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,292,394,74.1,7811,5954,65,65,100.0,152,153,99.3,74,174,42.5,0,0.0,0.0,0.0,1,8,0,0,1,291,102,23,0,0,0,0,0,0,0,0,292,1,0,3,0.23,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,5,0,429,363,425,4,0,0,429,1,1,100.0,0,0.0,234,1097,625,0,0,0,0,0,190,0,1,0,0,0,1,0,0,0,1,13,2,0,100.0,25.0,1.92,68.0,44.0,66.2,2.0,2.0,9.0,2.0,15.4,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,22.6,0.3,-1.4,-0.11,52.0,148.0,35.1,314.0,70.0,32.5,32.7,79.0,58.2,45.9,152.0,11.0,7.2,15.0,1.15,15.4
Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,34,1989,23,22,1985,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,519,651,79.7,11869,6941,133,135,98.5,273,278,98.2,109,232,47.0,0,0.1,0.0,-0.1,1,1,0,0,0,443,206,37,0,1,0,0,0,0,0,0,519,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,4,0,0,0,0,0,8,1,709,604,702,7,0,0,709,0,0,0.0,0,0.0,378,2050,1374,0,0,0,3,0,260,0,1,0,0,2,5,0,0,2,0,29,4,0,100.0,42.0,1.9,130.0,87.0,70.8,9.0,4.0,9.0,5.0,22.7,5.0,4.0,1.0,0.0,20.0,4.0,0.0,5.0,0.0,42.2,0.29,0.2,0.01,56.0,165.0,33.9,480.0,143.0,15.6,25.4,169.0,53.3,39.1,296.0,20.0,6.8,22.0,1.0,12.9
Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,28,1995,34,34,3060,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1014,1305,77.7,26489,17868,171,172,99.4,553,565,97.9,289,557,51.9,0,0.1,0.2,-0.1,2,23,1,0,3,1095,202,53,0,1,0,0,0,0,0,0,1014,8,3,8,0.24,7,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,10,1,1393,1004,1359,35,0,0,1393,0,0,0.0,0,0.0,833,4192,2745,0,0,0,0,0,821,0,0,0,0,0,1,0,0,0,0,35,5,3,62.5,60.0,1.76,168.0,108.0,66.1,5.0,12.0,17.0,4.0,11.8,3.0,3.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,62.0,0.36,2.0,0.06,135.0,372.0,36.3,1148.0,101.0,28.4,31.4,149.0,30.9,34.3,504.0,14.0,2.8,21.0,0.62,13.4
Massamba Ndiaye,sn SEN,GK,Clermont Foot,fr Ligue 1,21,2001,4,4,360,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,129,174,74.1,3283,2090,31,31,100.0,52,52,100.0,45,87,51.7,0,0.0,0.0,0.0,0,1,0,0,1,140,32,8,0,0,0,0,0,0,0,0,129,2,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,188,147,185,3,0,0,188,0,0,0.0,0,0.0,141,693,375,0,0,0,0,0,95,0,0,0,0,0,1,0,0,0,0,5,2,1,66.7,6.0,1.5,24.0,18.0,79.2,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.8,0.29,1.8,0.45,20.0,55.0,36.4,148.0,28.0,29.7,30.9,24.0,45.8,35.1,75.0,7.0,9.3,3.0,0.75,10.1
Matej Kovar,cz CZE,GK,Leverkusen,de Bundesliga,23,2000,1,1,90,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,17,17,100.0,376,274,4,4,100.0,9,9,100.0,4,4,100.0,0,0.0,0.0,0.0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19,17,19,0,0,0,19,0,0,0.0,0,0.0,8,45,38,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.15,0.4,0.44,0.0,0.0,0.0,17.0,6.0,0.0,22.1,0.0,0.0,0.0,3.0,1.0,33.3,1.0,1.0,15.0
Mathieu Gorgelin,fr FRA,GK,Le Havre,fr Ligue 1,32,1990,1,1,90,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,12,19,63.2,298,208,4,4,100.0,5,5,100.0,3,10,30.0,0,0.0,0.0,0.0,0,1,0,0,0,16,3,1,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21,15,21,0,0,0,21,0,0,0.0,0,0.0,16,66,38,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,2.0,2.0,5.0,3.0,80.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.9,0.39,0.9,0.92,3.0,9.0,33.3,17.0,0.0,47.1,33.1,2.0,50.0,32.5,12.0,0.0,0.0,1.0,1.0,14.5
Matt Turner,us USA,GK,Nott'ham Forest,eng Premier League,29,1994,17,17,1530,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,398,578,68.9,12363,9869,87,87,100.0,147,151,97.4,162,330,49.1,0,0.0,0.0,0.0,0,10,0,0,0,373,199,63,0,0,0,0,0,0,0,0,398,6,2,4,0.24,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,8,4,616,489,611,6,0,0,616,0,0,0.0,0,0.0,319,1984,1372,0,0,0,1,0,230,0,2,0,0,0,3,0,0,0,0,11,4,0,100.0,28.0,1.65,80.0,52.0,67.5,4.0,5.0,8.0,2.0,11.8,2.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,22.1,0.26,-5.9,-0.35,126.0,280.0,45.0,436.0,99.0,42.7,35.7,136.0,69.1,47.0,296.0,30.0,10.1,18.0,1.06,13.3
Mattia Perin,it ITA,GK,Juventus,it Serie A,30,1992,3,3,225,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,54,66,81.8,1199,718,13,13,100.0,28,28,100.0,12,24,50.0,0,0.0,0.0,0.0,0,0,0,0,0,49,17,5,0,1,0,0,0,0,0,0,54,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,70,57,69,1,0,0,70,0,0,0.0,0,0.0,41,255,141,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,1.0,0.4,5.0,4.0,80.0,2.0,1.0,0.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.25,0.2,0.1,5.0,15.0,33.3,54.0,9.0,25.9,29.4,12.0,8.3,19.5,29.0,2.0,6.9,3.0,1.2,16.7
Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,31,1992,16,16,1440,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,263,378,69.6,7675,5788,66,66,100.0,103,105,98.1,91,202,45.0,0,0.1,0.1,-0.1,1,14,3,0,0,254,122,29,0,0,0,0,0,0,0,0,263,2,0,1,0.06,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,11,1,409,334,404,5,0,0,409,0,0,0.0,0,0.0,213,1145,657,0,0,0,0,0,178,0,1,0,0,0,3,0,0,0,0,4,3,0,100.0,27.0,1.69,61.0,36.0,57.4,4.0,4.0,8.0,1.0,6.3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,17.2,0.27,-7.8,-0.49,75.0,179.0,41.9,283.0,51.0,45.9,36.6,93.0,52.7,41.4,223.0,11.0,4.9,4.0,0.25,9.4
Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,31,1992,19,19,1710,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,452,619,73.0,12321,8610,90,90,100.0,213,216,98.6,144,307,46.9,0,0.5,0.1,-0.5,1,11,1,0,0,452,166,53,0,0,0,0,0,0,0,0,452,1,0,2,0.11,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,13,1,664,582,657,7,0,0,664,0,0,0.0,0,0.0,452,2379,1252,0,0,0,0,0,345,0,2,0,0,0,3,0,0,0,0,13,4,0,100.0,24.0,1.26,62.0,40.0,62.9,6.0,7.0,6.0,3.0,15.8,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,20.0,0.31,-2.0,-0.11,88.0,226.0,38.9,505.0,68.0,37.4,34.5,113.0,32.7,33.7,257.0,6.0,2.3,19.0,1.0,13.9
Michael Zetterer,de GER,GK,Werder Bremen,de Bundesliga,28,1995,27,27,2430,0,0.0,0,1,0,0.0,0.04,0.0,0.0,0.0,9.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1,891,1127,79.1,25285,17563,117,118,99.2,444,455,97.6,329,547,60.1,0,0.2,0.1,-0.2,3,21,1,0,3,890,231,87,0,1,0,0,0,0,0,0,891,6,0,6,0.22,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,1,3,0,0,3,3,100.0,0,0,0,0,0,3,7,3,1200,1008,1181,19,1,1,1200,0,0,0.0,0,0.0,794,5192,2693,0,0,0,3,0,650,0,2,0,0,0,7,0,0,0,0,20,13,3,81.3,37.0,1.37,128.0,92.0,74.2,9.0,9.0,9.0,6.0,22.2,4.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,41.0,0.3,5.0,0.18,145.0,330.0,43.9,977.0,161.0,28.5,32.7,144.0,36.1,38.1,407.0,34.0,8.4,30.0,1.11,14.6
Michele Cerofolini,it ITA,GK,Frosinone,it Serie A,24,1999,8,7,675,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,124,209,59.3,3261,2471,23,23,100.0,66,67,98.5,34,117,29.1,0,0.0,0.0,0.0,0,1,0,0,0,148,61,23,0,0,0,0,0,0,0,0,124,0,0,1,0.13,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,1,226,186,224,2,0,0,226,0,0,0.0,0,0.0,112,640,423,0,0,0,0,0,99,0,1,0,0,1,0,0,0,1,1,8,1,0,100.0,11.0,1.47,28.0,18.0,60.7,2.0,2.0,3.0,3.0,42.9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.9,0.22,-4.1,-0.55,18.0,100.0,18.0,171.0,28.0,47.4,37.2,38.0,50.0,42.8,126.0,4.0,3.2,7.0,0.93,14.3
Michele Di Gregorio,it ITA,GK,Monza,it Serie A,26,1997,33,33,2872,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1054,1350,78.1,28283,18779,220,224,98.2,513,517,99.2,314,600,52.3,0,0.0,0.1,0.0,0,15,0,0,1,1053,296,73,0,2,0,0,0,0,0,0,1054,1,1,11,0.34,8,2,0,0,1,0,3,0.09,1,1,0,0,1,0,1,0,1,0,0,1,4,25.0,3,1,0,1,1,2,10,2,1439,1210,1426,14,0,0,1439,3,3,100.0,0,0.0,879,4769,2714,0,0,0,2,1,775,0,0,0,0,0,4,0,0,0,0,33,6,1,85.7,35.0,1.1,159.0,122.0,79.9,11.0,11.0,11.0,12.0,36.4,5.0,3.0,2.0,0.0,40.0,3.0,1.0,5.0,0.0,45.4,0.26,10.4,0.33,179.0,430.0,41.6,1126.0,201.0,27.8,30.6,223.0,52.5,44.2,469.0,19.0,4.1,18.0,0.56,11.5
Mike Maignan,fr FRA,GK,Milan,it Serie A,28,1995,29,29,2609,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1033,1228,84.1,25589,17105,217,218,99.5,562,567,99.1,249,425,58.6,1,0.3,0.1,0.7,3,18,1,0,0,1027,190,43,0,2,0,0,0,0,0,0,1033,11,2,8,0.28,7,1,0,0,0,0,1,0.03,1,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,1,0,1,1,2,4,3,1285,960,1281,5,0,0,1285,1,1,100.0,0,0.0,873,4782,3225,0,0,0,1,0,732,0,1,1,0,1,5,0,0,0,0,38,7,1,87.5,34.0,1.17,120.0,86.0,77.5,19.0,5.0,5.0,10.0,34.5,7.0,7.0,0.0,0.0,0.0,7.0,2.0,3.0,0.0,29.8,0.19,-4.2,-0.14,119.0,284.0,41.9,1070.0,188.0,21.1,28.2,147.0,39.5,38.0,339.0,37.0,10.9,36.0,1.24,15.2
Mile Svilar,rs SRB,GK,Roma,it Serie A,23,1999,15,15,1350,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,526,605,86.9,11527,7333,143,143,100.0,297,300,99.0,85,161,52.8,0,0.0,0.0,0.0,1,3,0,0,0,492,113,24,0,0,0,0,0,0,0,0,526,0,0,3,0.2,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,644,549,643,1,0,0,644,1,1,100.0,0,0.0,414,1946,1174,0,0,0,0,0,359,0,1,0,0,0,4,0,0,0,0,19,5,0,100.0,19.0,1.27,77.0,58.0,76.6,7.0,4.0,4.0,5.0,33.3,2.0,1.0,1.0,0.0,50.0,1.0,0.0,3.0,1.0,20.2,0.24,2.2,0.14,44.0,116.0,37.9,516.0,77.0,15.9,25.3,89.0,38.2,36.2,208.0,16.0,7.7,7.0,0.47,12.0
Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,25,1997,27,27,2430,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,818,1055,77.5,20660,13537,164,164,100.0,440,450,97.8,212,433,49.0,0,0.0,0.0,0.0,0,5,0,0,0,836,213,52,0,0,0,0,0,0,0,0,818,6,0,9,0.33,7,2,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,12,5,1119,939,1115,4,0,0,1119,0,0,0.0,0,0.0,739,3712,2118,0,0,0,0,0,591,0,2,0,0,1,2,0,0,1,0,35,10,0,100.0,49.0,1.81,160.0,111.0,71.9,6.0,11.0,10.0,4.0,14.8,4.0,4.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,45.1,0.26,-3.9,-0.14,112.0,315.0,35.6,888.0,140.0,26.0,29.7,161.0,52.2,42.5,460.0,21.0,4.6,22.0,0.81,13.2
Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,30,1993,30,30,2700,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,848,1245,68.1,25299,18226,125,125,100.0,388,401,96.8,325,704,46.2,0,0.1,0.1,-0.1,2,35,1,0,1,952,289,113,1,7,0,0,0,0,0,0,848,4,1,7,0.23,6,1,0,0,0,0,1,0.03,1,0,0,0,0,0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,13,5,1352,1016,1316,37,0,0,1352,4,3,75.0,1,25.0,971,5154,3362,0,0,0,2,0,655,0,3,0,0,0,3,0,0,0,0,41,11,1,91.7,54.0,1.8,188.0,134.0,74.5,4.0,8.0,18.0,5.0,16.7,8.0,6.0,1.0,1.0,14.3,6.0,0.0,5.0,1.0,57.1,0.28,4.1,0.14,206.0,558.0,36.9,1065.0,129.0,42.8,36.7,176.0,58.0,44.5,439.0,39.0,8.9,46.0,1.53,14.4
Neto,br BRA,GK,Bournemouth,eng Premier League,34,1989,32,32,2880,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,692,1060,65.3,20318,15023,95,97,97.9,360,371,97.0,236,585,40.3,0,0.0,0.0,0.0,0,23,0,0,0,749,307,84,0,2,0,0,0,0,0,0,692,4,2,5,0.16,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,1,1,12,3,1138,949,1129,9,0,0,1138,2,2,100.0,0,0.0,635,3771,2495,0,0,0,0,0,474,0,5,0,0,1,0,0,0,0,0,38,9,0,100.0,55.0,1.72,165.0,110.0,69.7,10.0,9.0,13.0,7.0,21.9,6.0,5.0,1.0,0.0,16.7,5.0,1.0,3.0,1.0,55.2,0.31,1.2,0.04,172.0,494.0,34.8,833.0,154.0,44.1,36.9,223.0,57.0,44.2,413.0,26.0,6.3,34.0,1.06,13.7
Nick Pope,eng ENG,GK,Newcastle Utd,eng Premier League,31,1992,15,15,1345,0,0.0,0,1,0,0.0,0.07,0.0,0.0,0.0,14.3,0,0,0,0.0,0.0,0.03,0.0,0.0,307,399,76.9,7910,4836,59,60,98.3,168,172,97.7,79,165,47.9,0,0.0,0.0,0.0,0,5,0,0,0,274,125,30,0,0,0,0,0,0,0,0,307,0,0,1,0.07,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,2,434,366,428,5,1,1,434,0,0,0.0,0,0.0,217,1147,633,0,0,0,0,0,172,0,1,0,0,0,3,0,0,0,0,13,3,1,75.0,16.0,1.07,58.0,42.0,72.4,9.0,2.0,4.0,5.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,16.8,0.3,0.8,0.05,41.0,118.0,34.7,304.0,88.0,21.1,28.6,95.0,56.8,43.8,143.0,9.0,6.3,28.0,1.87,19.0
Nicola Bagnolini,it ITA,GK,Bologna,it Serie A,19,2004,1,0,5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,3,66.7,106,82,1,1,100.0,0,0,0.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,4,0,0,0.0,0,0.0,1,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.36,1.0,2.0,50.0,1.0,0.0,100.0,47.0,2.0,50.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicola Leali,it ITA,GK,Genoa,it Serie A,30,1993,3,2,176,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,72,55.6,1453,1302,3,3,100.0,15,15,100.0,21,53,39.6,0,0.0,0.0,0.0,0,4,0,0,0,53,19,9,0,0,0,0,0,0,0,0,40,0,0,1,0.51,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,76,54,76,0,0,0,76,0,0,0.0,0,0.0,38,238,152,0,0,0,0,0,40,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,2.0,1.02,9.0,7.0,77.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.31,0.8,0.4,18.0,48.0,37.5,62.0,3.0,69.4,44.7,10.0,50.0,40.6,27.0,2.0,7.4,1.0,0.51,15.2
Nikita Contini Baranovsky,it ITA,GK,Napoli,it Serie A,27,1996,1,0,17,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,4,100.0,66,38,2,2,100.0,2,2,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,4,0,0,1,5.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,5,3,4,1,0,0,5,0,0,0.0,0,0.0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,17.0,1.0,0.0,15.0,1.0,0.0,0.0,3.0,15.88,37.0
Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,21,2002,34,34,3060,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,982,1392,70.5,28328,20599,171,173,98.8,468,474,98.7,343,741,46.3,0,0.0,0.2,0.0,0,33,2,0,1,1060,329,88,0,4,0,0,0,0,0,0,982,3,1,4,0.12,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,8,1,1461,1103,1440,22,0,0,1461,0,0,0.0,0,0.0,835,4754,2508,0,0,0,2,0,729,0,0,0,0,0,3,0,0,0,0,62,7,0,100.0,58.0,1.71,158.0,99.0,65.2,11.0,9.0,14.0,10.0,29.4,5.0,3.0,2.0,0.0,40.0,3.0,1.0,5.0,1.0,50.0,0.3,-7.0,-0.21,193.0,568.0,34.0,1148.0,160.0,35.4,34.2,241.0,67.2,50.7,485.0,31.0,6.4,30.0,0.88,13.6
Odisseas Vlachodimos,gr GRE,GK,Nott'ham Forest,eng Premier League,29,1994,5,5,450,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,141,176,80.1,3965,2847,21,21,100.0,73,73,100.0,47,80,58.8,0,0.0,0.0,0.0,1,0,0,0,1,119,55,11,0,0,0,0,0,0,0,0,141,2,0,1,0.2,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,181,140,179,2,0,0,181,0,0,0.0,0,0.0,94,476,265,0,0,0,0,0,89,0,0,0,0,0,1,0,0,0,0,4,0,0,0.0,12.0,2.4,22.0,10.0,50.0,1.0,0.0,4.0,1.0,20.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,7.9,0.31,-4.1,-0.83,28.0,60.0,46.7,130.0,21.0,25.4,29.6,44.0,61.4,44.3,92.0,3.0,3.3,2.0,0.4,10.3
